226,2,3.0,1095662788
226,3,3.5,1095662861
226,10,4.0,1095662675
229,1,5.0,838144316
229,5,3.0,838143681
229,10,4.0,836941790
230,2,2.5,1196305107
232,1,3.5,1076955621
232,2,4.0,1085351710
232,10,3.0,1218167397
233,1,3.0,1524781249
234,1,5.0,1004409347
235,10,2.0,841422389
239,1,4.0,1221158265
239,6,5.0,1221158564
240,1,5.0,849122434
240,2,5.0,849122404
240,3,4.0,849122858
240,10,3.0,849122194
243,10,5.0,837155138
244,6,5.0,975092819
244,10,5.0,975091789
247,1,5.0,1467644119
248,10,3.5,1534591944
249,1,4.0,1347317775
249,2,4.0,1353800871
252,1,4.5,1498284904
254,1,4.5,1180446553
257,7,1.0,1141625546
259,2,2.0,1146845339
262,4,1.0,840306203
262,7,3.0,840306238
262,10,2.0,840305646
263,1,4.0,940384199
264,1,4.0,1136978964
266,1,2.0,945669542
266,6,4.0,944980835
269,1,5.0,850865423
269,3,4.0,850865480
269,5,3.0,850865480
269,6,5.0,850865480
269,9,2.0,850865553
270,1,5.0,853918728
270,3,3.0,853918793
270,5,3.0,853918793
270,6,3.0,853918793
270,7,3.0,853918793
270,9,3.0,853918943
273,1,5.0,835861234
274,1,4.0,1171410158
274,2,3.5,1171934785
274,6,4.0,1197022122
274,8,3.0,1172030892
274,10,4.0,1171428459
275,1,5.0,1049076484
276,1,4.0,858350384
276,2,4.0,858351189
276,5,3.0,858350427
276,7,4.0,858350645
277,1,4.0,861812794
279,1,3.0,1506394495
280,1,4.5,1348435273
280,7,4.5,1348532595
282,1,4.5,1378495714
282,6,4.0,1378497085
282,10,3.5,1378497072
283,1,3.0,901227602
284,2,4.0,832699451
284,10,4.0,832699451
286,6,4.5,1119563039
286,7,3.5,1119562096
288,1,4.5,1054568869
288,2,2.0,978467973
288,3,4.0,975691635
288,5,2.0,978622571
288,10,3.0,978465794
289,3,2.5,1143424657
290,1,4.0,975031464
291,1,4.0,1453051567
292,1,4.0,1219625000
292,10,3.5,1219625069
293,1,3.0,1044870886
294,2,3.0,966634189
294,3,1.0,966596854
294,6,3.0,966597476
294,10,3.0,966634030
297,6,5.0,900871748
298,1,2.0,1447518257
298,2,0.5,1450452897
299,2,3.0,974620151
301,10,4.0,1211378532
302,3,3.0,854472084
304,1,5.0,881428344
304,2,4.0,891173962
304,7,4.0,881428370
304,10,4.0,891173528
305,2,3.5,1460136227
305,6,3.5,1460222104
307,1,4.0,1186160893
307,2,2.5,1186161482
307,3,3.5,1186161652
307,10,2.5,1186161010
308,2,3.0,1421374418
308,3,0.5,1421374465
308,6,1.0,1421374400
312,6,4.0,1043177752
313,6,3.0,1030556299
313,10,4.0,1030556439
314,1,3.0,834398280
314,6,3.0,842432711
314,7,4.0,834241492
314,10,3.0,834241870
317,6,5.0,1430532917
318,2,3.5,1270753195
318,6,4.0,1347180277
321,2,5.0,843212595
321,3,3.0,843212762
321,5,3.0,843212719
322,1,3.5,1217676206
322,2,3.0,1217676495
322,10,4.0,1217676313
323,1,3.5,1422640363
323,2,4.0,1422640110
325,6,4.0,1039398204
328,1,5.0,1494210665
330,1,4.0,1285904910
330,2,1.5,1285905277
330,3,3.0,1285905545
331,10,3.0,1537157573
332,1,4.0,1352672340
334,1,3.5,1225477466
334,10,3.5,1234629982
336,1,4.0,1122227329
336,6,4.0,1122227549
337,1,4.0,860255715
337,3,4.0,860255784
337,5,4.0,860255784
337,6,5.0,860255784
337,7,3.0,860255784
337,9,5.0,860255929
339,1,4.0,1460183470
339,6,4.0,1460345729
340,10,4.0,848666415
341,1,5.0,1439750939
347,1,5.0,847645986
347,2,3.0,847645925
347,10,4.0,847645690
349,10,4.0,834750699
350,1,4.0,864940931
350,7,3.0,864941017
353,1,5.0,831939685
353,2,4.0,831939875
353,5,3.0,831939914
353,6,4.0,831939947
353,9,3.0,831940313
353,10,3.0,831939669
354,10,3.5,1200870391
357,1,5.0,1348610184
357,2,3.0,1348611277
359,1,4.0,1198112023
359,2,3.5,1198112829
361,10,3.5,1204045505
362,6,4.0,1530637587
364,1,5.0,869443366
364,9,3.0,869443802
367,1,5.0,997811550
368,3,3.0,971273951
368,6,4.0,971275527
368,10,3.0,971276726
372,1,3.0,874416443
372,6,5.0,874415865
372,8,2.0,874415441
372,10,3.0,874416808
373,1,3.0,846830172
373,2,3.0,846830111
373,6,5.0,846830247
376,10,4.5,1364994181
378,1,4.5,1445347576
380,1,5.0,1493420345
380,2,5.0,1493420295
380,6,5.0,1494278663
380,10,5.0,1493419787
381,1,3.5,1164383653
381,2,4.0,1166971855
382,1,4.5,1515162628
385,1,4.0,834691642
385,6,3.0,840648313
385,10,3.0,834691622
386,6,3.0,842613783
386,10,3.0,842610246
387,10,3.5,1094938515
389,1,5.0,857934174
389,5,4.0,857934242
389,6,5.0,857934242
389,9,3.0,857934552
391,1,3.0,1032388077
391,6,4.0,1030944221
391,10,3.0,1030944309
395,2,3.0,841503884
395,10,3.0,841503555
396,1,5.0,1111688626
399,1,4.0,1167220428
400,6,5.0,1498870480
401,1,3.5,1510450550
402,5,3.0,849598135
402,9,3.0,849598259
408,10,4.5,1467913128
410,3,4.0,990910830
411,1,5.0,835532155
411,2,4.0,835532398
411,4,2.0,835533021
411,7,3.0,835533471
411,10,3.0,835532065
412,1,2.0,939114353
414,1,4.0,961438127
414,2,3.0,961594981
414,3,4.0,961439278
414,5,2.0,961437647
414,6,3.0,961515642
414,7,3.0,961439170
414,8,3.0,961594849
414,10,3.0,961515863
419,10,3.5,1321659128
420,1,4.0,1218207191
422,1,4.0,986173307
425,2,3.0,1085477682
425,6,4.0,1085477536
425,10,3.0,1085477406
426,2,4.5,1451080838
428,9,2.0,1111524871
432,1,2.5,1316391457
432,2,4.0,1316391739
434,1,4.0,1270604402
434,2,2.5,1271039378
434,6,4.0,1270603905
434,10,3.5,1270606683
436,1,4.0,833529571
436,2,4.0,833529751
436,8,3.0,833530760
437,5,2.0,859721015
437,6,5.0,859721015
437,9,3.0,859721103
438,1,4.5,1105650469
438,6,5.0,1105664272
438,10,4.0,1105664201
441,10,4.5,1449070452
443,1,4.0,1501722482
444,6,4.0,832677558
446,2,3.0,843839379
446,10,3.0,843839232
447,2,5.0,836961067
447,10,3.0,836960825
448,1,5.0,1019126661
448,2,3.0,1019125424
448,3,3.0,1019128536
448,5,3.0,1019128415
448,10,4.0,1019124400
451,1,5.0,854089165
451,5,3.0,854089243
451,6,4.0,854089242
451,7,3.0,854089243
452,10,4.0,1013395144
453,1,5.0,1005966797
453,10,2.0,972621985
456,1,5.0,856883308
456,3,3.0,856883349
456,5,3.0,856883349
456,9,4.0,856883450
458,2,4.0,845653124
458,5,3.0,845652992
458,10,4.0,845651737
460,1,4.5,1359177505
462,1,1.5,1154037653
462,10,3.0,1269929071
464,9,2.5,1287400084
468,1,4.0,831400444
469,1,4.0,965336888
469,6,3.0,965336673
469,10,2.0,965334356
470,1,4.0,849224825
470,2,3.0,849224778
470,3,3.0,849370396
470,5,3.0,849370453
470,6,3.0,849843318
470,7,3.0,849370453
470,10,3.0,849075144
471,1,5.0,1496671820
474,1,4.0,978575760
474,2,3.0,1046886814
474,5,1.5,1053021982
474,6,3.0,1047054565
474,7,3.0,978576381
475,2,4.5,1498031744
476,1,4.0,835021447
476,2,4.0,835021693
476,10,3.0,835021420
477,1,4.0,1200939636
477,2,4.0,1200939962
477,3,3.0,1200941177
480,1,3.0,1179178004
480,2,3.0,1179178191
480,3,2.5,1179178556
480,6,4.0,1179162163
480,10,4.0,1179177922
482,2,4.5,1105395956
483,1,4.0,1178293130
483,2,4.0,1178293652
483,5,2.5,1327277284
483,10,2.0,1178293444
484,1,4.5,1342295949
484,2,2.5,1342296219
485,10,4.0,837943350
486,6,5.0,839537263
486,10,4.0,839537237
488,1,4.5,1112382025
489,2,2.5,1333101570
489,5,2.0,1385823772
489,7,4.0,1334587547
489,10,2.5,1333101410
490,1,3.5,1328229305
490,5,0.5,1324370305
492,1,4.0,863975949
492,3,4.0,863976005
492,5,3.0,863976004
492,6,3.0,863976004
492,7,3.0,863976055
492,9,5.0,863976201
493,6,4.0,1001562846
497,2,2.5,1429127190
498,7,4.0,839197378
498,10,3.0,839197307
500,1,4.0,1005527755
501,2,3.0,844973419
501,3,5.0,844973817
501,5,3.0,844973535
501,6,3.0,844973487
501,7,4.0,844973817
501,8,3.0,844974090
501,10,4.0,844973340
504,1,4.0,1063644695
509,1,4.0,1435992343
509,5,1.5,1435992893
510,7,1.0,1141158812
512,2,3.0,841449636
513,7,3.0,1159980407
514,1,4.0,1533872400
517,1,4.0,1487954343
517,2,3.0,1487954340
517,10,0.5,1487957717
520,10,4.0,1326609139
521,5,3.0,852713143
521,6,4.0,852713143
521,7,3.0,852713143
522,1,3.0,1253344674
522,10,4.5,1253344761
523,2,4.5,1503126180
524,1,4.0,851608466
524,6,4.0,852404399
524,10,4.0,851608818
525,1,4.0,1476475973
525,2,3.5,1476480324
527,2,4.0,1033173338
528,1,2.5,1391736605
529,1,3.0,855583216
529,7,2.0,855583292
531,10,4.0,1032961647
532,6,5.0,1025523798
533,1,5.0,1424753740
534,1,4.0,1459787997
534,2,4.5,1459787996
534,10,4.0,1459787996
541,1,3.0,835643027
541,7,4.0,835644446
541,10,4.0,835642985
544,1,3.0,850688537
544,3,3.0,850688562
550,1,4.0,1488728441
552,3,1.0,1111472953
553,6,5.0,1219558120
555,1,4.0,978746159
555,3,5.0,978747454
557,10,4.5,1452797765
559,1,5.0,865095758
559,2,4.0,845476032
559,6,5.0,865095857
559,10,3.0,845475880
560,1,3.0,1469653413
561,1,4.0,1491094681
561,2,4.0,1491094318
561,5,3.0,1491094488
561,6,4.0,1491092289
562,1,4.5,1368893997
563,2,2.5,1447185161
566,2,4.0,849005893
566,7,4.0,849006845
566,10,3.0,849005345
567,1,3.5,1525286001
569,10,4.0,849190709
570,1,4.0,1181476989
570,2,3.5,1181477805
570,10,3.5,1181477300
572,1,4.0,945892484
573,1,5.0,1186722182
573,2,4.5,1187044862
573,6,4.5,1248842019
573,10,4.5,1186722464
577,6,4.0,945967415
579,1,4.0,958881146
580,1,3.0,1167792349
580,6,4.0,1167789917
580,10,3.5,1167792602
584,1,5.0,834987643
584,10,5.0,834987172
586,2,4.0,1529901723
587,1,5.0,953137847
588,3,3.0,839317471
588,6,5.0,839316454
588,10,3.0,839316215
590,1,4.0,1258420408
590,2,2.5,1258420835
590,3,3.0,1258416995
590,5,2.0,1258421220
590,6,3.5,1258420706
590,10,3.5,1258420600
592,2,4.0,837350242
592,6,3.0,837350390
592,10,3.0,837349966
594,2,4.0,1109037094
594,3,4.0,1108798921
596,1,4.0,1535709666
597,1,4.0,941557863
597,6,3.0,940420695
597,7,1.0,941558874
597,10,3.0,941729264
599,1,3.0,1498524204
599,2,2.5,1498514085
599,3,1.5,1498505071
599,6,4.5,1498539623
599,7,2.5,1498514161
599,9,1.5,1498504960
599,10,3.5,1498500281
600,1,2.5,1237764347
600,2,4.0,1237764627
600,4,1.5,1237760055
600,5,2.5,1237759452
600,7,3.5,1237851387
601,1,4.0,1521467801
602,2,4.0,840875851
602,6,3.0,840876055
602,10,3.0,840875622
603,1,4.0,963178147
603,6,4.0,963177624
604,1,3.0,832079851
604,2,5.0,832080293
604,5,3.0,832080355
604,6,3.0,832080355
605,1,4.0,1277097561
605,2,3.5,1277176522
606,1,2.5,1349082950
606,7,2.5,1171754710
607,1,4.0,964744033
608,1,2.5,1117408267
608,2,2.0,1117490786
608,3,2.0,1117504413
608,10,4.0,1117408486
609,1,3.0,847221025
609,10,4.0,847220937
610,1,5.0,1479542900
610,6,5.0,1493850345
